ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
390-77-2944|2720587305498249|David|Gaines|M|302 Steven Plain Apt. 678|Arlington Heights|IL|60005|42.0639|-87.9856|79890|Accountant, chartered public finance|2002-09-06|697444125402|young_adults_male_urban.json
657-35-3634|4589016492815037|Teresa|Hampton|F|0926 Williams Causeway|Schaumburg|IL|60193|42.0144|-88.0935|92294|Engineer, electronics|1958-08-15|562774236968|adults_50up_female_urban.json
033-67-1075|30262829682442|Ryan|Nguyen|M|072 Bean Ferry|Palm Harbor|FL|34683|28.0662|-82.7585|74401|Psychologist, sport and exercise|1986-01-22|303359320618|adults_2550_male_urban.json
430-70-0036|6011961276620801|Joseph|Pittman|M|170 Virginia Manor|Lawrence|KS|66049|38.9704|-95.2769|94117|Engineer, broadcasting (operations)|1995-04-08|990730920182|adults_2550_male_urban.json
288-35-3578|372458701204240|Carla|Mcdowell|F|9091 Summer Mount|Amboy|IL|61310|41.7042|-89.3472|3970|Medical physicist|2006-07-10|9657852531|young_adults_female_urban.json
273-73-7395|6011396702436524|Ryan|Vance|M|55364 Holly Via Suite 540|Los Angeles|CA|90046|34.1074|-118.3652|2383912|Financial manager|1964-08-29|441839194123|adults_50up_male_urban.json
279-66-8959|4597738546623238|Jeffrey|James|M|986 Richards Curve Suite 949|Lancaster|PA|17601|40.0766|-76.3107|164596|Radio producer|1962-02-10|978631145296|adults_50up_male_urban.json
179-18-0828|4986226992066617996|Jennifer|Lopez|F|9992 Jason Terrace Suite 688|El Paso|TX|79938|31.8045|-105.9661|749635|Psychologist, forensic|1995-01-05|544215802406|adults_2550_female_urban.json
192-48-7108|571348208497|Robin|Davis|F|839 Eric Crossroad|Lawtey|FL|32058|30.0472|-82.1055|4416|Operational researcher|2008-07-06|30107048705|young_adults_female_urban.json
069-38-4875|676376291438|Samuel|Harrell|M|41038 Morris Roads|Houston|TX|77036|29.6984|-95.5405|2906700|Speech and language therapist|1962-02-11|143752887475|adults_50up_male_urban.json
628-70-7124|4642240592082356|Ronald|Johnson|M|6919 Hansen River Suite 298|San Diego|CA|92113|32.697|-117.1153|1241364|Analytical chemist|1956-11-05|407409029241|adults_50up_male_urban.json
135-01-1396|30530796618692|Gary|Castillo|M|43474 Jennifer Island Apt. 137|Las Vegas|NV|89144|36.1781|-115.3184|1417793|Water engineer|1982-04-08|933364032872|adults_2550_male_urban.json
014-07-8130|38321750361921|Vincent|Thomas|M|991 Zachary Fields Apt. 703|Union|NJ|07083|40.6952|-74.2677|53053|Hydrogeologist|1968-05-01|205006358516|adults_50up_male_urban.json
873-40-4507|30489047607865|Sharon|Schroeder|F|07651 Kristin Roads Apt. 851|Saint Helen|MI|48656|44.3665|-84.4247|4058|Radiation protection practitioner|1946-09-07|264978335978|adults_50up_female_urban.json
171-69-9718|344563409185800|Hailey|Stephens|F|157 Nelson Union|Crest Hill|IL|60403|41.8397|-87.7905|17529|Water quality scientist|1979-07-13|736124755406|adults_2550_female_urban.json
617-86-1917|6011770040930457|Stephanie|Wilson|F|39822 Linda Burg Apt. 966|Brooklyn|NY|11206|40.7012|-73.9436|2504700|Designer, multimedia|1969-05-03|806330355287|adults_50up_female_urban.json
527-48-8913|180040788026522|Lisa|Morgan|F|6933 Matthew Mall Apt. 303|Norwalk|CT|06855|41.1014|-73.4011|85422|Trade union research officer|1978-01-07|515333599345|adults_2550_female_urban.json
871-03-8244|213167089870927|Andrew|Shelton|M|918 Glenn Common|Chattanooga|TN|37404|35.0306|-85.2722|198659|Chief Executive Officer|1992-08-28|748181980777|adults_2550_male_urban.json
149-50-6203|5458485805263216|Brian|Douglas|M|7220 Perez Mountains|Rancho Cucamonga|CA|91730|34.107|-117.5941|101719|Actor|1983-11-08|526030624118|adults_2550_male_urban.json
373-92-4564|4082317146199539464|Shawn|Tucker|M|2623 Warner Ports Suite 053|Evanston|WY|82930|41.2609|-110.9631|14614|Administrator, Civil Service|1931-04-19|820930891633|adults_50up_male_urban.json
758-69-4935|503857870367|Jose|Williams|M|3066 Ryan Branch|Ballwin|MO|63011|38.6091|-90.5598|92608|Metallurgist|1991-10-23|141922971469|adults_2550_male_urban.json
657-12-7028|4989103909120302524|Alexander|Baker|M|375 Horton Lakes|New York City|NY|10025|40.7975|-73.9683|1577385|Exercise physiologist|1991-08-29|123941881817|adults_2550_male_urban.json
845-24-6430|501898602757|Sylvia|Meza|F|544 Bradley Heights Suite 453|Brainerd|MN|56401|46.3502|-94.1|29439|Scientist, audiological|1963-08-31|133532951043|adults_50up_female_urban.json
646-72-1979|3555834456622955|Chase|Snyder|M|56603 Garcia Manor Apt. 486|Campbellsport|WI|53010|43.6042|-88.2729|7681|Airline pilot|1994-03-25|10512555037|adults_2550_male_urban.json
885-82-2528|6502351585015305|Andrea|Hall|F|7156 Michael Mill|W Hartford|CT|06117|41.79|-72.7457|64177|Teacher, music|1992-07-25|408287486921|adults_2550_female_urban.json
262-39-1230|4954794064539|Anne|Cain|F|057 Ashley Street Apt. 898|Toledo|OH|43607|41.6504|-83.5974|316948|Occupational therapist|1982-04-17|929002904576|adults_2550_female_urban.json
595-28-7040|371833597487680|Tina|Brooks|F|23771 Sanchez Avenue Apt. 922|Marquette|MI|49855|46.5786|-87.4545|33561|Agricultural engineer|1991-05-05|397728875125|adults_2550_female_urban.json
248-28-3108|4323964402825326|Robert|Donovan|M|9924 Scott Freeway Apt. 385|Caldwell|ID|83605|43.6627|-116.7|61381|Counsellor|1974-01-15|146229609495|adults_50up_male_urban.json
187-03-9425|2250169332844238|Tyrone|Simpson|M|982 Lauren Orchard|Shrewsbury|NJ|07702|40.3282|-74.0589|3809|Learning disability nurse|1975-01-30|355708668710|adults_50up_male_urban.json
337-35-5605|4075699913831005|Michelle|Long|F|32262 Trevor Mountain Suite 331|Medford|OR|97501|42.2818|-122.9054|86561|Patent examiner|1999-01-02|798377309294|adults_2550_female_urban.json
035-51-6584|4070385036059529840|Chad|Roberts|M|740 Rachael Groves|Vacaville|CA|95688|38.3847|-121.9887|99475|Adult nurse|1973-12-02|711570414027|adults_50up_male_urban.json
485-98-6011|213167625906201|Ryan|Sanchez|M|85646 Justin Mission Suite 597|Northfield|OH|44067|41.3208|-81.5429|20441|Theatre director|1979-03-04|112566221380|adults_2550_male_urban.json
223-76-9351|4984914986099558|Alexis|Campbell|F|66432 Julie Ramp|Red Creek|NY|13143|43.2291|-76.7146|2873|Furniture designer|1984-05-05|420448042238|adults_2550_female_urban.json
104-21-8980|3515948534001278|Jeffrey|Hale|M|39847 Thompson Route|Los Angeles|CA|90007|34.0294|-118.2871|2383912|Designer, television/film set|1995-08-03|435256314886|adults_2550_male_urban.json
765-65-8056|2688223788705849|Andrea|Boyd|F|134 Morales Mountain Suite 605|Marion|MI|49665|44.0463|-85.155|4413|Scientist, biomedical|1953-04-03|753459160647|adults_50up_female_urban.json
276-73-6338|4097236108090|Spencer|Butler|M|2016 Kelly Island Suite 864|Austin|TX|78704|30.2428|-97.7658|940359|Lawyer|1985-05-01|732288755323|adults_2550_male_urban.json
409-42-5371|375124764000688|Jeremy|Meyer|M|240 Jones Light Suite 451|New Orleans|LA|70121|29.9614|-90.1577|382333|Designer, exhibition/display|1941-08-29|980004700014|adults_50up_male_urban.json
310-34-1126|180040233868601|Jose|Hall|M|0170 Ricky Cape Suite 423|Santa Ana|CA|92707|33.7086|-117.8701|348131|Science writer|1940-07-21|453733177468|adults_50up_male_urban.json
047-89-5453|3589830941349097|Patricia|Little|F|797 Mary Junction Apt. 841|Lowell|IN|46356|41.2845|-87.4191|17524|Engineer, manufacturing systems|1932-07-20|426759025299|adults_50up_female_urban.json
540-02-4896|347356748095732|Laura|Rhodes|F|802 Smith Stravenue Suite 420|North Las Vegas|NV|89081|36.2583|-115.1068|214518|Exhibitions officer, museum/gallery|1957-07-22|102947990586|adults_50up_female_urban.json
544-77-2293|379073420319774|John|Patel|M|9514 William Manors Suite 823|Prospect Heights|IL|60070|42.1058|-87.9395|16001|Accountant, chartered certified|1964-01-11|573381828780|adults_50up_male_urban.json
133-78-5243|4841962332605860|Michelle|Sherman|F|6748 Corey Mills|Calion|AR|71724|33.3261|-92.5464|431|Engineer, automotive|1939-04-06|3005591724|adults_50up_female_rural.json
187-76-3501|4518178824265590|Erik|Dean|M|2327 Jeffrey Mountains|Corona|CA|92881|33.8241|-117.5198|233717|Commissioning editor|1997-10-19|684833866672|adults_2550_male_urban.json
594-04-2483|4790065487084773|Kevin|Warner|M|767 Edwards Ramp|Fort Mohave|AZ|86426|35.0052|-114.5687|13863|Scientist, water quality|1965-10-29|965588290284|adults_50up_male_urban.json
554-80-0652|30378159157902|Kristin|Turner|F|68384 Jenkins Pine Apt. 207|Corpus Christi|TX|78405|27.7762|-97.4271|306433|Oceanographer|1992-01-29|163549234596|adults_2550_female_urban.json
409-88-1783|4905188129886181|Randall|Ochoa|M|706 Espinoza Vista|Jamaica|NY|11433|40.6969|-73.7877|224445|Therapist, occupational|1974-01-26|957935108641|adults_50up_male_urban.json
466-76-2162|4298268933484|Mary|Atkinson|F|703 Williams Overpass Suite 789|Quincy|KY|41166|38.6271|-83.1056|919|Patent attorney|1979-01-09|570639028068|adults_2550_female_rural.json
886-29-3130|377077312315552|Mark|Maldonado|M|0521 Williamson Spring Apt. 844|Galax|VA|24333|36.6565|-80.9117|17996|General practice doctor|1964-12-26|339494455010|adults_50up_male_urban.json
522-69-3429|5341470123503684|Wanda|Wilson|F|910 Johns Mission Suite 802|Tonawanda|NY|14150|43.0028|-78.8547|41676|Exhibition designer|1956-05-20|881767751596|adults_50up_female_urban.json
274-46-6986|180046794036645|Robin|Jones|F|95737 Misty Knoll|Cincinnati|OH|45203|39.1075|-84.5257|795220|Television floor manager|1977-11-10|549519175304|adults_2550_female_urban.json
724-21-9854|3573186830291587|Jacob|Thornton|M|233 Kevin Lane Suite 185|Kent|WA|98030|47.3866|-122.2109|147876|Forest/woodland manager|1999-05-05|272891674266|adults_2550_male_urban.json
817-50-0393|30344674621590|Heather|Campbell|F|749 Roger Mills|Watertown|SD|57201|44.9043|-97.124|24983|Accountant, chartered certified|1977-11-19|14330889020|adults_2550_female_urban.json
170-10-8416|4698141344760948|Robert|Harris|M|4029 Amanda Heights Apt. 302|Moss|TN|38575|36.5966|-85.6772|1172|Photographer|1987-03-16|940433526095|adults_2550_male_rural.json
768-04-9424|3521836677196660|Jeffrey|Miller|M|6342 Dennis Vista|Wasco|CA|93280|35.648|-119.4487|27152|Conservation officer, historic buildings|1967-03-12|747898286834|adults_50up_male_urban.json
226-35-9641|213113768367595|Natalie|Davis|F|152 Hill Lodge Apt. 440|Watertown|CT|06795|41.6057|-73.1221|14144|Warehouse manager|1964-11-03|232633487326|adults_50up_female_urban.json
879-45-1027|30465642601867|David|Walton|M|19956 Kelly Trace Apt. 277|Riverside|CA|92505|33.9228|-117.4867|419138|Mining engineer|1994-04-06|970021833510|adults_2550_male_urban.json
095-39-9960|501838502554|Amy|Bowen|F|4486 Taylor Place|Boynton Beach|FL|33436|26.5354|-80.1124|155385|Social worker|1954-09-15|628047457681|adults_50up_female_urban.json
481-97-3952|4454615749327|Hunter|Wilson|M|879 Lewis Dale Apt. 409|Canoga Park|CA|91303|34.1993|-118.5983|77086|IT technical support officer|1992-01-08|267513820019|adults_2550_male_urban.json
667-56-6962|2630858001873145|Christine|Miller|F|43678 Jackson Cove|Taunton|MA|02780|41.905|-71.1026|49036|Administrator, local government|1991-04-02|878260189591|adults_2550_female_urban.json
562-59-1595|676268564256|Philip|Combs|M|802 Short Shoals Apt. 315|Tulsa|OK|74135|36.0976|-95.9228|413574|General practice doctor|1994-01-01|773863796561|adults_2550_male_urban.json
013-52-0545|503830286558|Theodore|Smith|M|24114 Anthony Lodge Suite 015|Longwood|FL|32750|28.712|-81.3552|50269|Call centre manager|1980-12-19|348992268716|adults_2550_male_urban.json
580-19-0313|2296338222240056|Crystal|Madden|F|20562 Cody Shore|Nampa|ID|83686|43.5441|-116.566|104532|Visual merchandiser|1997-11-07|50498113795|adults_2550_female_urban.json
117-98-3404|4339133252861323942|Gabriela|Heath|F|2342 Evans Unions Suite 976|Hamilton|OH|45011|39.4059|-84.5221|134328|Accountant, chartered public finance|1971-09-15|288506966216|adults_50up_female_urban.json
441-55-3168|4095367734985297354|Jared|Schroeder|M|266 Cervantes Port Apt. 476|Detroit|MI|48235|42.4261|-83.1951|673342|Designer, industrial/product|1954-11-24|864876413088|adults_50up_male_urban.json
655-66-0993|3564147533695244|Sherry|Waters|F|6535 Ann Square Suite 298|Salem|MA|01970|42.5151|-70.9003|41109|Librarian, academic|1946-04-15|273795307464|adults_50up_female_urban.json
208-91-6362|30241571276389|Tara|Nguyen|F|468 Porter Meadow|Wilmington|VT|05363|42.8812|-72.8613|2021|Fine artist|1951-12-07|634232477176|adults_50up_female_rural.json
804-13-6444|3549793998161535|Michael|Porter|M|8371 John Parks|Rockaway|NJ|07866|40.9229|-74.5094|22098|Engineer, manufacturing|1992-08-31|143769665696|adults_2550_male_urban.json
483-89-2721|502048967801|Kristi|Taylor|F|312 Tiffany Locks Apt. 947|New York City|NY|10025|40.7975|-73.9683|1577385|Occupational psychologist|1975-09-08|352977349759|adults_2550_female_urban.json
859-19-9473|4645633917299407|Cindy|Hoover|F|112 Park Lights Suite 971|Albert Lea|MN|56007|43.6537|-93.3707|21228|Web designer|1994-05-25|495682167104|adults_2550_female_urban.json
027-53-9023|4539101612599|Alexander|Morales|M|949 Kathleen Common|Los Angeles|CA|90044|33.9551|-118.2901|2383912|Engineer, broadcasting (operations)|1985-04-05|254375543031|adults_2550_male_urban.json
279-28-7803|4734814098410169|Johnny|Robinson|M|8116 Theresa Prairie|Alexandria|VA|22305|38.8372|-77.064|321490|Therapeutic radiographer|1980-12-12|724401711557|adults_2550_male_urban.json
026-07-5105|4028866168019903|Danielle|Thomas|F|8548 Beasley Circle|Killeen|TX|76544|31.1282|-97.7469|164094|Engineer, manufacturing systems|1988-02-13|216119539493|adults_2550_female_urban.json
063-90-7833|3579138601571170|Audrey|Mcdowell|F|402 Escobar Skyway|Little Rock|AR|72212|34.7871|-92.4222|214454|Accountant, chartered management|1966-11-27|575237220978|adults_50up_female_urban.json
671-12-4741|5428745271936786|Isabella|James|F|91381 Samantha Parks Suite 916|Roslindale|MA|02131|42.2836|-71.1295|29826|Community education officer|1972-03-08|634720821468|adults_50up_female_urban.json
174-32-2487|2284013153506965|Tracy|Lopez|F|8455 Yesenia Extensions|Las Vegas|NV|89128|36.1968|-115.2644|1417793|Research scientist (maths)|2002-06-30|342478946987|young_adults_female_urban.json
003-18-5953|4179899488566948997|Connie|Brown|F|95675 Clark Lakes Suite 227|Warsaw|KY|41095|38.7807|-84.8496|3540|Chartered legal executive (England and Wales)|2004-10-21|169460875611|young_adults_female_urban.json
137-98-5925|6504607001441302|Victoria|Gray|F|40871 Adam Route Suite 689|Denver|CO|80246|39.7086|-104.9312|990452|Barrister's clerk|1935-12-12|299240317874|adults_50up_female_urban.json
824-98-1644|30282076238110|Heather|Sparks|F|32822 Angela Haven|Las Vegas|NV|89143|36.3223|-115.2932|1417793|Administrator, Civil Service|1942-03-24|307244995400|adults_50up_female_urban.json
888-20-8619|4999400410840|Jesse|Lang|M|1135 Margaret Trail|Riverside|CA|92509|34.0033|-117.445|419138|Interior and spatial designer|1998-01-09|348726605074|adults_2550_male_urban.json
454-19-2699|4064157809783023|Timothy|Smith|M|41945 Kevin Ridge|Tampa|FL|33615|28.0081|-82.5805|717255|Learning mentor|1962-09-08|836967093155|adults_50up_male_urban.json
781-66-1567|4478674280218899|Daniel|Cruz|M|8037 Elizabeth Court Apt. 974|Anchorage|AK|99503|61.19|-149.8938|242037|Film/video editor|1964-03-23|793804528510|adults_50up_male_urban.json
590-02-5226|375759940842907|Roy|Morrison|M|045 April Unions Suite 061|Rathdrum|ID|83858|47.8241|-116.8873|13656|Art therapist|1939-04-10|362445879008|adults_50up_male_urban.json
247-30-7412|4701652761368149800|Brenda|Robinson|F|437 Gilbert Estates|Donna|TX|78537|26.1671|-98.0529|39454|Video editor|1962-09-24|437437606669|adults_50up_female_urban.json
309-59-8174|4084232423480045|Angela|Fletcher|F|55369 Mark Junction Suite 749|Goshen|IN|46526|41.5848|-85.8581|56775|Air cabin crew|1982-07-20|190628570290|adults_2550_female_urban.json
577-49-0245|4257033329594520|Tara|Charles|F|828 Perez Harbors Apt. 296|Kansas City|MO|64123|39.1136|-94.5235|545147|Nurse, children's|1958-04-16|992926950551|adults_50up_female_urban.json
633-77-1486|30217429220415|Jennifer|Weaver|F|53926 Munoz Mountains|Anchorage|AK|99515|61.1194|-149.8974|242037|Accountant, chartered public finance|1979-07-05|242219899408|adults_2550_female_urban.json
840-46-0541|4392804850227|Andrew|Davis|M|93335 Tracy Oval|Aurora|CO|80015|39.6255|-104.7874|389246|Chartered accountant|1947-03-05|67017393298|adults_50up_male_urban.json
662-03-3012|3561622564718555|Tracy|Parker|F|923 Justin Tunnel Suite 323|Omaha|NE|68137|41.2075|-96.1147|518429|Charity fundraiser|1994-01-20|425040156269|adults_2550_female_urban.json
480-60-8757|2265647437019452|Christina|Mendez|F|77666 Brown Fall|Shawnee Mission|KS|66205|39.0312|-94.6308|370212|Public affairs consultant|1934-08-12|986331090319|adults_50up_female_urban.json
069-17-0435|3581578061902231|Benjamin|Wilson|M|870 Soto Neck Suite 353|Longview|WA|98632|46.1514|-122.9634|49205|Control and instrumentation engineer|1996-05-23|215397629082|adults_2550_male_urban.json
127-70-5829|3512684856371147|Ryan|Obrien|M|00375 Ashley Plain|Cupertino|CA|95014|37.318|-122.0449|60717|Systems analyst|1969-06-16|768403424285|adults_50up_male_urban.json
250-90-1199|4465986693274|Nicole|Nichols|F|78376 Hudson Junctions Apt. 820|Elmore|AL|36025|32.5454|-86.3161|5729|Chief Marketing Officer|1967-10-16|855120952769|adults_50up_female_urban.json
892-04-6355|346642673512721|Wendy|Stewart|F|37565 Austin Loop Suite 878|Bethany|OK|73008|35.5043|-97.6399|19800|Hospital doctor|1984-01-06|470679799099|adults_2550_female_urban.json
286-74-4719|3510462506929651|James|Mcfarland|M|06276 White Fort|Manchester|KY|40962|37.1511|-83.7793|19143|IT consultant|1969-01-29|24490562216|adults_50up_male_urban.json
599-28-4218|4212914650223470|Joel|Riggs|M|5797 Nathaniel Way|New York City|NY|10024|40.7864|-73.9764|1577385|Scientist, product/process development|2006-09-02|765755331514|young_adults_male_urban.json
470-04-3336|4147823372094|Michael|Nelson|M|676 Smith Flat|New Tripoli|PA|18066|40.6545|-75.7417|6005|Optometrist|1997-09-24|243224600023|adults_2550_male_urban.json
870-67-6986|4112200848421|Jasmine|King|F|36796 Stacey Pass|Pacific|MO|63069|38.4922|-90.748|15647|Dietitian|1964-02-15|595674760252|adults_50up_female_urban.json
511-93-1406|3560549469208567|Diana|Espinoza|F|32495 Rebecca Forge|Carpinteria|CA|93013|34.4036|-119.5183|16091|Minerals surveyor|1967-06-14|906452497741|adults_50up_female_urban.json
896-01-1269|2274617580803886|Laura|Todd|F|4104 Joseph Circles|Olathe|KS|66062|38.8733|-94.7752|130216|Magazine features editor|1994-09-02|422649120996|adults_2550_female_urban.json
349-10-3500|348148374755807|Christina|Weber|F|68564 Rodriguez Ville|Roseville|OH|43777|39.8187|-82.0792|4714|Production designer, theatre/television/film|1958-10-23|290120380213|adults_50up_female_urban.json
623-05-2536|30169883716117|Jacob|Reilly|M|611 Serrano Lights Suite 598|Asheboro|NC|27203|35.7323|-79.7893|54324|Engineer, drilling|1996-12-02|217600204148|adults_2550_male_urban.json
068-61-0683|3505835345819562|Erin|Thornton|F|53399 Justin Loaf Suite 217|Arlington|WA|98223|48.1829|-122.1121|40815|Race relations officer|1983-01-30|615619786277|adults_2550_female_urban.json
698-43-8838|4687930302853272768|Jessica|Castro|F|5150 Luis Well|Minneapolis|MN|55427|45|-93.391|1022298|Scientist, marine|2005-02-07|469439170479|young_adults_female_urban.json
245-01-8919|30308972073820|Travis|Leon|M|1184 Luis Square Suite 863|Lawrenceville|GA|30044|33.9418|-84.0706|228867|Accommodation manager|2004-09-19|664776037781|young_adults_male_urban.json
454-11-2400|5224234473057770|Brandon|Montgomery|M|99716 Mckinney Mews Suite 667|Calverton|NY|11933|40.9297|-72.7423|6844|Optometrist|2002-07-27|44220964517|young_adults_male_urban.json
741-88-6188|213134400952248|Tony|Downs|M|537 Susan Falls Apt. 191|Cheyenne|WY|82009|41.1836|-104.8023|86283|Further education lecturer|1986-07-02|775773171965|adults_2550_male_urban.json
022-47-4662|30360157911506|Patrick|Davis|M|2600 Dennis Keys|Cleburne|TX|76033|32.3509|-97.4103|42578|Surveyor, minerals|2000-05-03|788434965932|adults_2550_male_urban.json
268-60-5510|3583354883571929|Ashley|Duncan|F|146 Tara Station Suite 643|Emporia|KS|66801|38.4184|-96.1871|28492|Designer, furniture|1965-05-02|962171225531|adults_50up_female_urban.json
507-89-2273|4652824685492726|Dylan|Williams|M|208 Beck Corners|New Richland|MN|56072|43.8937|-93.4995|2389|Industrial buyer|1982-04-20|823201519716|adults_2550_male_rural.json
018-41-1410|3585432716303351|Stephanie|Kirk|F|9301 Brian Camp|Saint Louis|MO|63120|38.6909|-90.2594|927396|Theme park manager|1998-08-15|575750739436|adults_2550_female_urban.json
603-31-1081|180081048028353|Michael|Ramirez|M|929 Christy Forks Apt. 437|Purchase|NY|10577|41.0384|-73.7156|6552|Pensions consultant|1958-12-13|96313342564|adults_50up_male_urban.json
428-51-2792|213181226815943|Penny|Shannon|F|0531 Benjamin Keys Apt. 309|Madison|WI|53704|43.1205|-89.3523|272940|Police officer|1997-03-10|662295995829|adults_2550_female_urban.json
516-38-2286|2709142693765018|Jared|Tucker|M|187 Sanders Crossroad Apt. 636|Tucson|AZ|85737|32.4142|-110.9466|865276|Sport and exercise psychologist|1968-06-07|994396446147|adults_50up_male_urban.json
367-04-1439|3527629226667883|Adam|Lyons|M|6165 Jacob Row|Taylors|SC|29687|34.9245|-82.3197|39561|Town planner|1959-12-20|982155848186|adults_50up_male_urban.json
624-01-7599|4598125597772659763|Edward|Dunn|M|580 Johnson Cliffs|Lizella|GA|31052|32.7773|-83.825|8652|Horticultural therapist|1975-03-25|846644562563|adults_50up_male_urban.json
800-50-5402|30391295651886|Jessica|Wong|F|600 Ayala Avenue Apt. 449|Conroe|TX|77304|30.3217|-95.5285|130233|Education officer, community|1947-04-03|616101057281|adults_50up_female_urban.json
504-45-7587|676330293017|Brian|Wiley|M|018 Houston Camp Suite 429|Fresno|CA|93702|36.74|-119.7532|570271|Advice worker|1997-04-27|727573903111|adults_2550_male_urban.json
353-20-2969|4369318062007300|Todd|Burnett|M|6249 Cox Mountains|Woodsfield|OH|43793|39.7515|-81.0759|5110|Homeopath|1941-06-01|30039612548|adults_50up_male_urban.json
335-64-1508|4469567406873541|David|Watson|M|1466 Gomez Well Apt. 483|Center|CO|81125|37.7343|-106.0906|3447|Housing manager/officer|1956-10-19|814160719405|adults_50up_male_urban.json
678-46-8963|6011673664853205|Scott|Shepherd|M|8708 Sanchez Trail Suite 983|Saint James|MO|65559|38.0056|-91.6076|9385|Food technologist|1987-11-08|267579752663|adults_2550_male_urban.json
747-56-9783|3580504505092844|James|Martin|M|73429 Ashley Square|Dallas|TX|75205|32.826|-96.7843|1263321|Psychologist, sport and exercise|2002-03-29|251027251680|young_adults_male_urban.json
502-19-9672|375038016258516|Heather|Rhodes|F|5028 Larry Junctions|Crossville|TN|38555|35.9623|-85.0514|50276|Ergonomist|1953-05-08|72519313130|adults_50up_female_urban.json
476-77-4339|4379531112359046|Xavier|Jackson|M|74286 Escobar Valley Suite 108|East Providence|RI|02914|41.8138|-71.3688|21963|Medical physicist|1966-07-22|246943053902|adults_50up_male_urban.json
568-92-5736|375146091935112|Karen|Winters|F|5537 Sandra Mall Apt. 728|Philadelphia|PA|19146|39.9379|-75.1794|1526206|Clinical cytogeneticist|1944-06-28|500001766557|adults_50up_female_urban.json
453-33-6313|5515756264126081|David|Wilson|M|2099 Rodney Fort Apt. 963|Corona|NY|11368|40.7453|-73.8611|109931|Advertising account planner|1984-02-05|931106387909|adults_2550_male_urban.json
634-77-5506|2370450599822678|Darren|Lara|M|43888 Kyle Key|Piscataway|NJ|08854|40.5515|-74.459|55961|Chemical engineer|2002-12-29|320651824516|young_adults_male_urban.json
059-19-6051|3564502823134272|Ivan|Watson|M|2991 Jennifer Highway Apt. 443|Winchester|VA|22601|39.1858|-78.1827|70166|Chartered certified accountant|1961-08-06|934247029802|adults_50up_male_urban.json
663-39-4076|6531029771150624|Michael|Wilson|M|265 Renee Forest Apt. 816|Melville|NY|11747|40.7946|-73.403|19803|Counsellor|1967-01-20|677253242386|adults_50up_male_urban.json
055-94-8249|30392219836918|Rachel|Ramos|F|7105 Annette Springs Suite 707|Dallas|TX|75227|32.7672|-96.6836|1263321|Horticulturist, commercial|1958-02-16|933495066115|adults_50up_female_urban.json
634-94-1327|340445002026835|Justin|Peters|M|45029 Shaw Mission|Littleton|CO|80130|39.5414|-104.9218|320420|Occupational psychologist|2002-03-09|257900892925|young_adults_male_urban.json
049-35-0140|3546754182368818|Amanda|Oneal|F|2105 John Harbors|Croghan|NY|13327|43.9095|-75.3542|2056|Mining engineer|1933-07-22|107632337582|adults_50up_female_rural.json
164-20-0048|2248825320831686|Bryan|Chan|M|60389 Deborah Squares Suite 369|Shreveport|LA|71109|32.474|-93.8013|228095|Administrator, charities/voluntary organisations|1981-12-03|822339592525|adults_2550_male_urban.json
724-40-7965|6520005214107077|Brian|Allen|M|89512 Stephen Pines Suite 119|Peru|IN|46970|40.7492|-86.068|23766|Catering manager|2004-01-09|290435205275|young_adults_male_urban.json
312-47-4253|379729655619275|Jessica|Miller|F|1886 Meghan Garden Suite 612|Milwaukee|WI|53211|43.082|-87.8895|817312|Operational investment banker|1943-05-20|913818340502|adults_50up_female_urban.json
795-57-8912|4557371388740|Rodney|Williams|M|46144 Blackwell Fall|Fairport|NY|14450|43.0892|-77.436|41104|Research officer, trade union|1991-09-28|225160494781|adults_2550_male_urban.json
001-38-1810|2461421524831969|Wanda|Mclaughlin|F|4704 Edwards Plain|New Bedford|MA|02740|41.6347|-70.9372|94905|Systems analyst|1960-07-28|650204358010|adults_50up_female_urban.json
495-03-3547|6011004837936315|Ralph|Ray|M|291 Timothy Centers|Lake Havasu City|AZ|86404|34.5575|-114.3307|55808|Music therapist|2001-01-11|658546607720|young_adults_male_urban.json
066-06-4330|630429118726|Bethany|Moore|F|83018 Sean Prairie Suite 075|Liberty Center|OH|43532|41.4514|-83.9859|4015|Product/process development scientist|1969-09-10|672273279091|adults_50up_female_urban.json
857-94-8531|4974997990522170|Becky|Ramirez|F|6581 Wanda Branch Suite 173|Lake Worth|FL|33463|26.5955|-80.1291|215808|Intelligence analyst|1963-08-11|946638203741|adults_50up_female_urban.json
418-26-1543|4557261694963783|Jonathon|Davis|M|999 Philip Expressway|Fremont|OH|43420|41.3498|-83.1181|30579|Art gallery manager|1968-03-18|838007513038|adults_50up_male_urban.json
844-02-8186|2375321633613172|Lisa|Rose|F|004 John Spring Apt. 954|Miami|FL|33138|25.8521|-80.1821|1737737|Meteorologist|1984-04-15|852619248945|adults_2550_female_urban.json
231-44-6900|4274392255177|Rhonda|Jones|F|8147 Villanueva Coves|Valdese|NC|28690|35.7447|-81.567|9295|Education officer, environmental|1957-06-30|209193547965|adults_50up_female_urban.json
039-16-8881|6011994541384531|Anna|Price|F|307 Boyd Street|Dallas|TX|75235|32.8252|-96.8388|1263321|Leisure centre manager|1952-05-11|49915089374|adults_50up_female_urban.json
